1,2,3,4,5,6,7,8,9,label
podlaha,stul,chleba ve spodu,sunka,syr,none,none,none,none,1
vajicka,syr,papricka,podlaha,none,none,none,none,none,0
papricka,podlaha,chleba ve spodu,vajicka,syr,none,none,none,none,0
papricka,vajicka,stul,maslo,syr,none,none,none,none,0
papricka,chleba na vrchu,vajicka,sunka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,none,none,none,1
vajicka,chleba na vrchu,maslo,stul,chleba ve spodu,sunka,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
chleba ve spodu,vajicka,stul,syr,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,papricka,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
papricka,none,none,none,none,none,none,none,none,0
vajicka,stul,sunka,papricka,chleba na vrchu,syr,none,none,none,0
syr,sunka,maslo,chleba na vrchu,papricka,chleba ve spodu,vajicka,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
vajicka,syr,sunka,chleba ve spodu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
chleba na vrchu,vajicka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
papricka,maslo,podlaha,chleba na vrchu,sunka,vajicka,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
stul,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
vajicka,chleba na vrchu,syr,papricka,sunka,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
sunka,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
papricka,syr,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
stul,none,none,none,none,none,none,none,none,0
vajicka,maslo,podlaha,none,none,none,none,none,none,0
papricka,syr,vajicka,podlaha,chleba na vrchu,sunka,none,none,none,0
papricka,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,papricka,chleba na vrchu,none,none,none,1
podlaha,stul,vajicka,papricka,syr,maslo,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
stul,syr,papricka,chleba ve spodu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
papricka,stul,syr,vajicka,podlaha,none,none,none,none,0
stul,syr,maslo,papricka,vajicka,none,none,none,none,0
chleba ve spodu,stul,sunka,papricka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
sunka,maslo,chleba na vrchu,vajicka,syr,none,none,none,none,0
podlaha,stul,vajicka,maslo,syr,chleba na vrchu,chleba ve spodu,none,none,0
maslo,papricka,syr,sunka,none,none,none,none,none,0
chleba ve spodu,chleba na vrchu,none,none,none,none,none,none,none,0
maslo,syr,chleba ve spodu,none,none,none,none,none,none,0
podlaha,sunka,vajicka,stul,chleba ve spodu,none,none,none,none,0
syr,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
papricka,stul,chleba ve spodu,sunka,none,none,none,none,none,0
chleba ve spodu,syr,stul,papricka,vajicka,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,chleba na vrchu,none,none,1
sunka,podlaha,vajicka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
syr,maslo,papricka,sunka,stul,none,none,none,none,0
sunka,chleba na vrchu,maslo,podlaha,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,chleba na vrchu,none,none,1
podlaha,chleba ve spodu,chleba na vrchu,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
papricka,maslo,vajicka,syr,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
syr,podlaha,vajicka,maslo,sunka,none,none,none,none,0
papricka,podlaha,vajicka,stul,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,papricka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
stul,papricka,podlaha,syr,maslo,none,none,none,none,0
chleba na vrchu,papricka,stul,syr,podlaha,chleba ve spodu,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
sunka,chleba ve spodu,papricka,none,none,none,none,none,none,0
podlaha,vajicka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
maslo,sunka,stul,syr,vajicka,chleba na vrchu,podlaha,none,none,0
syr,papricka,chleba ve spodu,none,none,none,none,none,none,0
podlaha,chleba ve spodu,sunka,syr,none,none,none,none,none,0
stul,chleba ve spodu,chleba na vrchu,maslo,papricka,sunka,none,none,none,0
syr,chleba ve spodu,stul,none,none,none,none,none,none,0
maslo,syr,podlaha,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,none,none,none,1
chleba ve spodu,chleba na vrchu,sunka,none,none,none,none,none,none,0
maslo,stul,vajicka,syr,chleba ve spodu,papricka,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
vajicka,syr,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,papricka,none,none,none,1
sunka,syr,podlaha,chleba ve spodu,stul,vajicka,none,none,none,0
syr,sunka,stul,vajicka,chleba na vrchu,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
chleba ve spodu,sunka,papricka,podlaha,vajicka,stul,syr,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,syr,papricka,chleba na vrchu,vajicka,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
maslo,chleba ve spodu,podlaha,syr,vajicka,papricka,stul,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
maslo,none,none,none,none,none,none,none,none,0
chleba ve spodu,stul,syr,maslo,podlaha,vajicka,chleba na vrchu,none,none,0
podlaha,stul,chleba ve spodu,syr,papricka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
syr,sunka,chleba na vrchu,chleba ve spodu,none,none,none,none,none,0
podlaha,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
podlaha,maslo,papricka,chleba na vrchu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,papricka,none,none,none,none,none,1
papricka,podlaha,vajicka,chleba na vrchu,none,none,none,none,none,0
stul,syr,chleba na vrchu,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
papricka,none,none,none,none,none,none,none,none,0
syr,vajicka,papricka,maslo,stul,none,none,none,none,0
sunka,papricka,podlaha,vajicka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
stul,sunka,podlaha,chleba ve spodu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,vajicka,chleba na vrchu,none,none,none,none,0
sunka,chleba na vrchu,stul,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
chleba na vrchu,podlaha,vajicka,chleba ve spodu,papricka,stul,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,chleba na vrchu,none,none,1
sunka,chleba na vrchu,podlaha,none,none,none,none,none,none,0
stul,podlaha,sunka,chleba ve spodu,maslo,chleba na vrchu,vajicka,none,none,0
syr,podlaha,papricka,none,none,none,none,none,none,0
stul,papricka,sunka,maslo,none,none,none,none,none,0
maslo,stul,chleba na vrchu,papricka,none,none,none,none,none,0
podlaha,syr,maslo,chleba ve spodu,vajicka,sunka,none,none,none,0
podlaha,stul,chleba na vrchu,papricka,vajicka,maslo,none,none,none,0
chleba na vrchu,chleba ve spodu,none,none,none,none,none,none,none,0
syr,chleba ve spodu,sunka,papricka,none,none,none,none,none,0
papricka,vajicka,chleba na vrchu,syr,maslo,none,none,none,none,0
sunka,none,none,none,none,none,none,none,none,0
chleba na vrchu,stul,podlaha,chleba ve spodu,syr,sunka,maslo,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,papricka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
stul,none,none,none,none,none,none,none,none,0
vajicka,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
stul,vajicka,none,none,none,none,none,none,none,0
papricka,sunka,none,none,none,none,none,none,none,0
vajicka,sunka,none,none,none,none,none,none,none,0
chleba ve spodu,maslo,vajicka,stul,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
stul,vajicka,sunka,maslo,none,none,none,none,none,0
vajicka,syr,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,chleba na vrchu,none,none,none,none,1
sunka,none,none,none,none,none,none,none,none,0
syr,stul,podlaha,chleba ve spodu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
papricka,chleba na vrchu,maslo,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,papricka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
sunka,maslo,stul,syr,none,none,none,none,none,0
vajicka,syr,papricka,sunka,podlaha,none,none,none,none,0
papricka,chleba ve spodu,stul,podlaha,vajicka,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
sunka,maslo,vajicka,chleba na vrchu,stul,none,none,none,none,0
chleba na vrchu,stul,podlaha,chleba ve spodu,sunka,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
stul,chleba na vrchu,maslo,none,none,none,none,none,none,0
stul,vajicka,podlaha,chleba ve spodu,sunka,papricka,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
maslo,podlaha,chleba na vrchu,stul,sunka,none,none,none,none,0
podlaha,papricka,none,none,none,none,none,none,none,0
chleba ve spodu,stul,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
vajicka,stul,chleba na vrchu,none,none,none,none,none,none,0
podlaha,vajicka,papricka,syr,stul,chleba na vrchu,chleba ve spodu,none,none,0
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
chleba na vrchu,sunka,vajicka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
papricka,stul,podlaha,syr,none,none,none,none,none,0
chleba ve spodu,chleba na vrchu,maslo,none,none,none,none,none,none,0
maslo,sunka,stul,chleba na vrchu,vajicka,podlaha,chleba ve spodu,none,none,0
chleba ve spodu,maslo,chleba na vrchu,syr,papricka,none,none,none,none,0
maslo,stul,chleba na vrchu,chleba ve spodu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
sunka,podlaha,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
podlaha,vajicka,papricka,chleba ve spodu,syr,none,none,none,none,0
stul,chleba na vrchu,chleba ve spodu,podlaha,sunka,syr,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,syr,none,none,none,none,1
papricka,chleba ve spodu,none,none,none,none,none,none,none,0
syr,stul,podlaha,chleba ve spodu,chleba na vrchu,none,none,none,none,0
chleba na vrchu,vajicka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,syr,papricka,none,none,none,1
papricka,podlaha,none,none,none,none,none,none,none,0
chleba na vrchu,sunka,syr,papricka,chleba ve spodu,stul,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
maslo,podlaha,sunka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,none,none,none,1
papricka,chleba na vrchu,syr,chleba ve spodu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,chleba na vrchu,maslo,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
chleba ve spodu,vajicka,podlaha,sunka,stul,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,syr,papricka,chleba na vrchu,none,none,1
chleba ve spodu,maslo,sunka,podlaha,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,syr,papricka,none,none,none,none,1
chleba ve spodu,papricka,sunka,vajicka,none,none,none,none,none,0
podlaha,chleba na vrchu,sunka,maslo,papricka,none,none,none,none,0
podlaha,stul,syr,papricka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
vajicka,sunka,maslo,chleba ve spodu,none,none,none,none,none,0
chleba ve spodu,podlaha,stul,sunka,vajicka,chleba na vrchu,none,none,none,0
syr,vajicka,sunka,podlaha,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,1
stul,sunka,chleba ve spodu,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,chleba na vrchu,none,none,none,1
chleba ve spodu,sunka,vajicka,maslo,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
chleba ve spodu,podlaha,syr,chleba na vrchu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
sunka,syr,vajicka,chleba na vrchu,stul,none,none,none,none,0
podlaha,none,none,none,none,none,none,none,none,0
papricka,vajicka,podlaha,chleba na vrchu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,chleba na vrchu,none,none,none,1
sunka,vajicka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
maslo,podlaha,syr,stul,papricka,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
syr,none,none,none,none,none,none,none,none,0
stul,chleba na vrchu,chleba ve spodu,none,none,none,none,none,none,0
podlaha,chleba na vrchu,syr,papricka,stul,sunka,none,none,none,0
chleba na vrchu,podlaha,syr,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
chleba ve spodu,papricka,sunka,none,none,none,none,none,none,0
chleba na vrchu,chleba ve spodu,vajicka,sunka,stul,podlaha,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
chleba na vrchu,sunka,podlaha,stul,syr,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
maslo,chleba na vrchu,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,papricka,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
sunka,chleba ve spodu,vajicka,chleba na vrchu,podlaha,none,none,none,none,0
syr,chleba ve spodu,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
sunka,chleba ve spodu,syr,stul,maslo,chleba na vrchu,podlaha,none,none,0
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,chleba na vrchu,none,none,1
papricka,stul,podlaha,none,none,none,none,none,none,0
papricka,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
syr,sunka,papricka,chleba na vrchu,none,none,none,none,none,0
syr,chleba ve spodu,sunka,papricka,podlaha,chleba na vrchu,none,none,none,0
podlaha,maslo,sunka,papricka,chleba ve spodu,stul,chleba na vrchu,none,none,0
stul,maslo,vajicka,papricka,syr,sunka,podlaha,chleba ve spodu,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
papricka,syr,vajicka,maslo,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
stul,papricka,vajicka,sunka,chleba na vrchu,syr,none,none,none,0
chleba ve spodu,sunka,chleba na vrchu,syr,vajicka,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,papricka,chleba na vrchu,none,none,none,none,1
stul,chleba na vrchu,maslo,podlaha,papricka,none,none,none,none,0
chleba na vrchu,vajicka,syr,podlaha,chleba ve spodu,maslo,none,none,none,0
syr,maslo,sunka,chleba ve spodu,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
syr,maslo,podlaha,sunka,none,none,none,none,none,0
vajicka,papricka,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,papricka,none,none,none,none,none,1
maslo,stul,vajicka,chleba na vrchu,syr,sunka,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,papricka,none,none,none,1
syr,papricka,stul,podlaha,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
vajicka,maslo,syr,chleba na vrchu,chleba ve spodu,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
chleba na vrchu,syr,chleba ve spodu,none,none,none,none,none,none,0
papricka,vajicka,podlaha,chleba ve spodu,stul,none,none,none,none,0
podlaha,stul,chleba ve spodu,sunka,papricka,chleba na vrchu,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,papricka,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
papricka,vajicka,chleba ve spodu,maslo,none,none,none,none,none,0
chleba ve spodu,podlaha,stul,vajicka,sunka,none,none,none,none,0
podlaha,syr,chleba na vrchu,none,none,none,none,none,none,0
vajicka,papricka,syr,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,papricka,none,none,none,none,1
vajicka,chleba na vrchu,syr,podlaha,sunka,maslo,none,none,none,0
vajicka,sunka,chleba ve spodu,maslo,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
papricka,sunka,maslo,none,none,none,none,none,none,0
chleba na vrchu,papricka,maslo,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,sunka,papricka,stul,maslo,syr,none,none,none,0
chleba na vrchu,papricka,maslo,none,none,none,none,none,none,0
syr,vajicka,papricka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,none,none,none,none,none,1
chleba na vrchu,stul,papricka,sunka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,papricka,chleba na vrchu,none,none,1
syr,sunka,podlaha,none,none,none,none,none,none,0
chleba na vrchu,stul,papricka,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
stul,vajicka,papricka,sunka,chleba na vrchu,podlaha,chleba ve spodu,none,none,0
sunka,maslo,papricka,chleba na vrchu,chleba ve spodu,vajicka,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,chleba na vrchu,none,none,none,none,none,1
podlaha,sunka,none,none,none,none,none,none,none,0
podlaha,syr,sunka,vajicka,papricka,none,none,none,none,0
sunka,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,syr,chleba na vrchu,none,none,none,1
stul,podlaha,syr,papricka,chleba ve spodu,sunka,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
syr,stul,none,none,none,none,none,none,none,0
chleba na vrchu,none,none,none,none,none,none,none,none,0
papricka,chleba na vrchu,podlaha,vajicka,syr,maslo,none,none,none,0
chleba ve spodu,papricka,none,none,none,none,none,none,none,0
syr,maslo,stul,none,none,none,none,none,none,0
podlaha,maslo,stul,chleba na vrchu,chleba ve spodu,none,none,none,none,0
syr,sunka,none,none,none,none,none,none,none,0
maslo,chleba na vrchu,stul,none,none,none,none,none,none,0
maslo,sunka,stul,papricka,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
chleba na vrchu,chleba ve spodu,vajicka,none,none,none,none,none,none,0
sunka,maslo,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,syr,none,none,none,1
podlaha,stul,chleba ve spodu,syr,none,none,none,none,none,1
stul,none,none,none,none,none,none,none,none,0
papricka,syr,podlaha,maslo,chleba ve spodu,none,none,none,none,0
chleba ve spodu,papricka,maslo,sunka,podlaha,vajicka,none,none,none,0
podlaha,stul,chleba ve spodu,syr,papricka,none,none,none,none,1
sunka,chleba ve spodu,vajicka,papricka,stul,syr,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,syr,none,none,none,none,1
chleba ve spodu,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
papricka,maslo,vajicka,none,none,none,none,none,none,0
stul,maslo,papricka,none,none,none,none,none,none,0
chleba na vrchu,maslo,podlaha,sunka,chleba ve spodu,none,none,none,none,0
maslo,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,sunka,none,none,none,none,1
papricka,podlaha,vajicka,syr,sunka,none,none,none,none,0
chleba ve spodu,papricka,stul,podlaha,maslo,none,none,none,none,0
sunka,chleba na vrchu,none,none,none,none,none,none,none,0
papricka,vajicka,stul,syr,maslo,chleba ve spodu,sunka,chleba na vrchu,none,0
podlaha,stul,chleba ve spodu,none,none,none,none,none,none,1
papricka,none,none,none,none,none,none,none,none,0
podlaha,stul,chleba ve spodu,maslo,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,sunka,none,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,vajicka,none,none,none,none,1
podlaha,stul,chleba ve spodu,syr,chleba na vrchu,none,none,none,none,1
podlaha,stul,chleba ve spodu,maslo,sunka,syr,chleba na vrchu,none,none,1
